상호명,대표주소,네이버플레이스,네이버지도검색링크,네이버예약URL,지역_시도,지역_시군구,지역_읍면동,식당유형_대,식당유형_세부,주요리_대표,검색태그,배지,출처유형,근거URL,근거문구,최종업데이트
스시빈,부산광역시 동래구 명륜로 177 1층 좌측,"https://map.naver.com/p/entry/place/2057458113?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061445&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/2057458113?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061445&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%EB%B9%88%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8F%99%EB%9E%98%EA%B5%AC%20%EB%AA%85%EB%A5%9C%EB%A1%9C%20177%201%EC%B8%B5%20%EC%A2%8C%EC%B8%A1,부산광역시,동래구,명륜동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시스테이션,경기도 용인시 수지구 광교마을로 41 2층 202호,"https://map.naver.com/p/entry/place/1340199116?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072226&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1340199116?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072226&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EC%88%98%EC%A7%80%EA%B5%AC%20%EA%B4%91%EA%B5%90%EB%A7%88%EC%9D%84%EB%A1%9C%2041%202%EC%B8%B5%20202%ED%98%B8,경기도,용인시 수지구,상현동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시스테이션 문성점,경상북도 구미시 고아읍 당산로1길 8 1층,"https://map.naver.com/p/entry/place/1694387587?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601052140&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1694387587?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601052140&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%98%20%EB%AC%B8%EC%84%B1%EC%A0%90%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EA%B3%A0%EC%95%84%EC%9D%8D%20%EB%8B%B9%EC%82%B0%EB%A1%9C1%EA%B8%B8%208%201%EC%B8%B5,경상북도,구미시,고아읍,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시야츠,서울특별시 송파구 문정동 642-3 문정역SKV1 B동 1층 132-1 스시야츠,"https://map.naver.com/p/entry/place/1323967765?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061108&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1323967765?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061108&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%EC%95%BC%EC%B8%A0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EB%AC%B8%EC%A0%95%EB%8F%99%20642-3%20%EB%AC%B8%EC%A0%95%EC%97%ADSKV1%20B%EB%8F%99%201%EC%B8%B5%20132-1%20%EC%8A%A4%EC%8B%9C%EC%95%BC%EC%B8%A0,서울특별시,송파구,문정동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시와우,인천광역시 남동구 문화서로90번길 32 1층,"https://map.naver.com/p/entry/place/1275742057?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061433&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1275742057?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061433&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%EC%99%80%EC%9A%B0%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%82%A8%EB%8F%99%EA%B5%AC%20%EB%AC%B8%ED%99%94%EC%84%9C%EB%A1%9C90%EB%B2%88%EA%B8%B8%2032%201%EC%B8%B5,인천광역시,남동구,구월동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시일품,강원특별자치도 철원군 서면 와수로 165 강원특별자치도철원군서면와수로165.1층,"https://map.naver.com/p/entry/place/1179271623?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072042&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1179271623?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072042&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%EC%9D%BC%ED%92%88%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%B2%A0%EC%9B%90%EA%B5%B0%20%EC%84%9C%EB%A9%B4%20%EC%99%80%EC%88%98%EB%A1%9C%20165%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%EC%B2%A0%EC%9B%90%EA%B5%B0%EC%84%9C%EB%A9%B4%EC%99%80%EC%88%98%EB%A1%9C165.1%EC%B8%B5,강원특별자치도,철원군,서면,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시키무,"서울특별시 영등포구 국제금융로 86, 지하1층 b119호","https://map.naver.com/p/entry/place/37873193?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061636&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/37873193?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061636&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%ED%82%A4%EB%AC%B4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EA%B5%AD%EC%A0%9C%EA%B8%88%EC%9C%B5%EB%A1%9C%2086%2C%20%EC%A7%80%ED%95%981%EC%B8%B5%20b119%ED%98%B8,서울특별시,영등포구,여의도동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시키쿠,부산광역시 중구 해관로 42 1층,"https://map.naver.com/p/entry/place/1740045223?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072102&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1740045223?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072102&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%ED%82%A4%EC%BF%A0%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%A4%91%EA%B5%AC%20%ED%95%B4%EA%B4%80%EB%A1%9C%2042%201%EC%B8%B5,부산광역시,중구,중앙동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시호,경기도 수원시 영통구 이의동 1335 아이플렉스 113호,"https://map.naver.com/p/entry/place/1673010924?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601102010&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1673010924?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601102010&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%ED%98%B8%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%98%81%ED%86%B5%EA%B5%AC%20%EC%9D%B4%EC%9D%98%EB%8F%99%201335%20%EC%95%84%EC%9D%B4%ED%94%8C%EB%A0%89%EC%8A%A4%20113%ED%98%B8,경기도,수원시 영통구,이의동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시호기,충청남도 천안시 서북구 한들2로 8 1층 113호,"https://map.naver.com/p/entry/place/930032683?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072016&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/930032683?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072016&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%ED%98%B8%EA%B8%B0%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EC%B2%9C%EC%95%88%EC%8B%9C%20%EC%84%9C%EB%B6%81%EA%B5%AC%20%ED%95%9C%EB%93%A42%EB%A1%9C%208%201%EC%B8%B5%20113%ED%98%B8,충청남도,천안시 서북구,한들2로,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스시화,서울특별시 도봉구 해등로25길 41 상가1층,"https://map.naver.com/p/entry/place/1996292612?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072057&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1996292612?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072057&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%EC%8B%9C%ED%99%94%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%84%EB%B4%89%EA%B5%AC%20%ED%95%B4%EB%93%B1%EB%A1%9C25%EA%B8%B8%2041%20%EC%83%81%EA%B0%801%EC%B8%B5,서울특별시,도봉구,,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
스텔라떡볶이,전라북도 전주시 완산구 효자천변1길 25-6,"https://map.naver.com/p/entry/place/2012827118?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101930&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/2012827118?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101930&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8A%A4%ED%85%94%EB%9D%BC%EB%96%A1%EB%B3%B6%EC%9D%B4%20%EC%A0%84%EB%9D%BC%EB%B6%81%EB%8F%84%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EC%99%84%EC%82%B0%EA%B5%AC%20%ED%9A%A8%EC%9E%90%EC%B2%9C%EB%B3%801%EA%B8%B8%2025-6,전북특별자치도,전주시 완산구,효자동,분식,분식,떡볶이,"분식,떡볶이",오직미클럽,ozicme-base,,,2026-02-05
시래마루 이천본점,경기도 이천시 신둔면 수남리 216,https://map.naver.com/p/entry/place/1763240078,https://map.naver.com/p/entry/place/1763240078,https://map.naver.com/p/search/%EC%8B%9C%EB%9E%98%EB%A7%88%EB%A3%A8%20%EC%9D%B4%EC%B2%9C%EB%B3%B8%EC%A0%90%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9D%B4%EC%B2%9C%EC%8B%9C%20%EC%8B%A0%EB%91%94%EB%A9%B4%20%EC%88%98%EB%82%A8%EB%A6%AC%20216,경기도,이천시,신둔면,한식,한식/정식,시래기밥,"이천,시래기밥,한식",오직미클럽,ozicme-base,,,2026-02-05
신봉식당,충청남도 아산시 영인면 장영실로 719,"https://map.naver.com/p/entry/place/17564888?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072214&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/17564888?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072214&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8B%A0%EB%B4%89%EC%8B%9D%EB%8B%B9%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EC%95%84%EC%82%B0%EC%8B%9C%20%EC%98%81%EC%9D%B8%EB%A9%B4%20%EC%9E%A5%EC%98%81%EC%8B%A4%EB%A1%9C%20719,충청남도,아산시,영인면,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
신참떡볶이,충청북도 음성군 맹동면 원중로 1438,"https://map.naver.com/p/entry/place/1857205330?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1857205330?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8B%A0%EC%B0%B8%EB%96%A1%EB%B3%B6%EC%9D%B4%20%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84%20%EC%9D%8C%EC%84%B1%EA%B5%B0%20%EB%A7%B9%EB%8F%99%EB%A9%B4%20%EC%9B%90%EC%A4%91%EB%A1%9C%201438,충청북도,음성군,맹동면,분식,분식,떡볶이,"분식,떡볶이",오직미클럽,ozicme-base,,,2026-02-05
신풍닭갈비,경기도 용인시 처인구 고림동 592-17 신풍 닭갈비,"https://map.naver.com/p/entry/place/1942319559?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601071447&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1942319559?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601071447&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%8B%A0%ED%92%8D%EB%8B%AD%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EC%B2%98%EC%9D%B8%EA%B5%AC%20%EA%B3%A0%EB%A6%BC%EB%8F%99%20592-17%20%EC%8B%A0%ED%92%8D%20%EB%8B%AD%EA%B0%88%EB%B9%84,경기도,용인시 처인구,고림동,한식,고기/구이,닭갈비,"한식,닭갈비",오직미클럽,ozicme-base,,,2026-02-05
아구야해물아,경기도 고양시 덕양구 성사동 500-19 동일빌딩 103호 아구야 해물아,"https://map.naver.com/p/entry/place/1649801781?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101558&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1649801781?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101558&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%95%84%EA%B5%AC%EC%95%BC%ED%95%B4%EB%AC%BC%EC%95%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%20%EC%84%B1%EC%82%AC%EB%8F%99%20500-19%20%EB%8F%99%EC%9D%BC%EB%B9%8C%EB%94%A9%20103%ED%98%B8%20%EC%95%84%EA%B5%AC%EC%95%BC%20%ED%95%B4%EB%AC%BC%EC%95%84,경기도,고양시 덕양구,성사동,해산물,해산물/회,해물요리,"해산물,해물,해물요리",오직미클럽,ozicme-base,,,2026-02-05
아라칼국수,경기도 김포시 고촌읍 아라육로58번길 105-1 1층,"https://map.naver.com/p/entry/place/1274533580?placePath=%2Fhome&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1274533580?placePath=%2Fhome&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%95%84%EB%9D%BC%EC%B9%BC%EA%B5%AD%EC%88%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EA%B3%A0%EC%B4%8C%EC%9D%8D%20%EC%95%84%EB%9D%BC%EC%9C%A1%EB%A1%9C58%EB%B2%88%EA%B8%B8%20105-1%201%EC%B8%B5,경기도,김포시,고촌읍,아시안,아시안,쌀국수/베트남요리,"아시안,베트남,쌀국수/베트남요리",오직미클럽,ozicme-base,,,2026-02-05
아리랑추어탕,전북특별자치도 김제시 금성로 92 {아리랑추어탕)ㅡ 2층,"https://map.naver.com/p/entry/place/1587015022?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072109&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1587015022?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072109&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%95%84%EB%A6%AC%EB%9E%91%EC%B6%94%EC%96%B4%ED%83%95%20%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EA%B9%80%EC%A0%9C%EC%8B%9C%20%EA%B8%88%EC%84%B1%EB%A1%9C%2092%20%7B%EC%95%84%EB%A6%AC%EB%9E%91%EC%B6%94%EC%96%B4%ED%83%95%29%E3%85%A1%202%EC%B8%B5,전북특별자치도,김제시,신풍동,한식,국밥/탕,탕,"한식,탕",오직미클럽,ozicme-base,,,2026-02-05
아빈스시,광주광역시 광산구 송도로 150 1층101호,"https://map.naver.com/p/entry/place/1144548043?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101725&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1144548043?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101725&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%95%84%EB%B9%88%EC%8A%A4%EC%8B%9C%20%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%86%A1%EB%8F%84%EB%A1%9C%20150%201%EC%B8%B5101%ED%98%B8,광주광역시,광산구,도산동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
아산협동정육점식당,충청남도 아산시 시민로 423,"https://map.naver.com/p/entry/place/17232761?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101726&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/17232761?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101726&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%95%84%EC%82%B0%ED%98%91%EB%8F%99%EC%A0%95%EC%9C%A1%EC%A0%90%EC%8B%9D%EB%8B%B9%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EC%95%84%EC%82%B0%EC%8B%9C%20%EC%8B%9C%EB%AF%BC%EB%A1%9C%20423,충청남도,아산시,시민로,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
아산협동정육점식당,충청남도 아산시 온천동 1554,"https://map.naver.com/p/entry/place/17232761?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072257&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/17232761?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072257&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%95%84%EC%82%B0%ED%98%91%EB%8F%99%EC%A0%95%EC%9C%A1%EC%A0%90%EC%8B%9D%EB%8B%B9%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EC%95%84%EC%82%B0%EC%8B%9C%20%EC%98%A8%EC%B2%9C%EB%8F%99%201554,충청남도,아산시,온천동,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
아이마라,"서울 구로구 공원로8길 59, 1층","https://map.naver.com/p/entry/place/1563310408?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061644&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1563310408?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061644&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%95%84%EC%9D%B4%EB%A7%88%EB%9D%BC%20%EC%84%9C%EC%9A%B8%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EA%B3%B5%EC%9B%90%EB%A1%9C8%EA%B8%B8%2059%2C%201%EC%B8%B5,서울특별시,구로구,구로동,중식,중식,마라탕/샹궈,"중식,마라,마라탕/샹궈",오직미클럽,ozicme-base,,,2026-02-05
아지야김밥,경상북도 고령군 대가야읍 쾌빈3길 18,"https://map.naver.com/p/entry/place/1104495182?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101726&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1104495182?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101726&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%95%84%EC%A7%80%EC%95%BC%EA%B9%80%EB%B0%A5%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B3%A0%EB%A0%B9%EA%B5%B0%20%EB%8C%80%EA%B0%80%EC%95%BC%EC%9D%8D%20%EC%BE%8C%EB%B9%883%EA%B8%B8%2018,경상북도,고령군,대가야읍,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
아침해장국,강원도 정선군 북평면 북평6길 24,"https://map.naver.com/p/entry/place/1096405199?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101727&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1096405199?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101727&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%95%84%EC%B9%A8%ED%95%B4%EC%9E%A5%EA%B5%AD%20%EA%B0%95%EC%9B%90%EB%8F%84%20%EC%A0%95%EC%84%A0%EA%B5%B0%20%EB%B6%81%ED%8F%89%EB%A9%B4%20%EB%B6%81%ED%8F%896%EA%B8%B8%2024,강원특별자치도,정선군,북평면,한식,국밥/탕,해장국,"한식,해장국",오직미클럽,ozicme-base,,,2026-02-05
안동국밥,경기도 안산시 단원구 대부북동 1837-17 안동국밥201호,"https://map.naver.com/p/entry/place/1882104293?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072259&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1882104293?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072259&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%95%88%EB%8F%99%EA%B5%AD%EB%B0%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EB%8B%A8%EC%9B%90%EA%B5%AC%20%EB%8C%80%EB%B6%80%EB%B6%81%EB%8F%99%201837-17%20%EC%95%88%EB%8F%99%EA%B5%AD%EB%B0%A5201%ED%98%B8,경기도,안산시 단원구,대부북동,한식,국밥/탕,국밥,"한식,국밥",오직미클럽,ozicme-base,,,2026-02-05
야반,경기도 이천시 관고동 156-2,https://map.naver.com/p/entry/place/37837958,https://map.naver.com/p/entry/place/37837958,https://map.naver.com/p/search/%EC%95%BC%EB%B0%98%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9D%B4%EC%B2%9C%EC%8B%9C%20%EA%B4%80%EA%B3%A0%EB%8F%99%20156-2,경기도,이천시,관고동,한식,자연식/정식,정식,"이천,자연식,정식",오직미클럽,ozicme-base,,,2026-02-05
얌샘김밥,경기도 고양시 덕양구 화정로 53-1 1층,"https://map.naver.com/p/entry/place/38724023?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072320&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/38724023?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072320&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%96%8C%EC%83%98%EA%B9%80%EB%B0%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%20%ED%99%94%EC%A0%95%EB%A1%9C%2053-1%201%EC%B8%B5,경기도,고양시 덕양구,화정동,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
양촌시골밥상,"경기도 김포시 양촌읍 석모리 1030-6 1층,2층",https://map.naver.com/p/entry/place/1838768919,https://map.naver.com/p/entry/place/1838768919,https://map.naver.com/p/search/%EC%96%91%EC%B4%8C%EC%8B%9C%EA%B3%A8%EB%B0%A5%EC%83%81%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EC%96%91%EC%B4%8C%EC%9D%8D%20%EC%84%9D%EB%AA%A8%EB%A6%AC%201030-6%201%EC%B8%B5%2C2%EC%B8%B5,경기도,김포시,양촌읍,한식,백반/정식,솥밥정식,"김포,정식,김포금쌀,솥밥",오직미클럽,ozicme-base,,,2026-02-05
엄니곰탕,대전광역시 중구 대사동 84-19,"https://map.naver.com/p/entry/place/1000166829?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072027&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1000166829?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072027&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EC%97%84%EB%8B%88%EA%B3%B0%ED%83%95%20%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%A4%91%EA%B5%AC%20%EB%8C%80%EC%82%AC%EB%8F%99%2084-19,대전광역시,중구,대사동,한식,국밥/탕,곰탕/설렁탕,"한식,탕/곰탕,곰탕/설렁탕,탕",오직미클럽,ozicme-base,,,2026-02-05
