상호명,대표주소,네이버플레이스,이미지,지역_시도,지역_시군구,지역_읍면동,식당유형_대,식당유형_세부,주요리_대표,검색태그,네이버검색어,,
고래불 강남역삼본점,서울 강남구 언주로85길 7 서원빌딩,https://map.naver.com/p/entry/place/38233690,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20260110_50%2F1768002060442uMpaq_JPEG%2FY3YhjhRQtQ_01.jpg,서울,강남구,역삼동,생선회,해산물/회,자연산바위굴 (고래불 시그니처)/독도꽃새우 (고래불 시그니처)/고래고기 120g (고래불 시그니처)/대방어회 (중) 사전예약 (5팀한정)/대방어회 (대) 사전예약 (5팀한정)/바다물곰탕(곰치국) 시그니처 점심메뉴/고래고기 200g (고래불 시그니처)/영덕게살비빔밥(점심메뉴) 강민경유튜브/성게모둠물회(점심메뉴) 강민경유튜브/장어덮밥(점심메뉴) 강민경유튜브,"장어,회,생선회,탕,해산물/회,곰탕/설렁탕",서울 서초구 서초동 솥밥,,
북촌순두부&보쌈 역삼점,서울 강남구 도산대로75길 24 2층,https://map.naver.com/p/entry/place/37290294,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210120_149%2F1611125253834QmB0c_JPEG%2Fimage.jpg,서울,강남구,역삼동,두부요리,족발,해물순두부/섞어순두부/햄치즈순두부/매생이순두부/곰발바닥보쌈 (중~대)/굴보쌈세트 (중~대)/해물순두부 전골(중~대)/두부곱창전골(중~대)/삼합/오징어순대+순두부만,"두부요리,족발/보쌈,탕,보쌈,순두부,족발",서울 서초구 서초동 솥밥,,
쥬안,서울 강남구 남부순환로 2913 동하빌딩 지하1층 2호,https://map.naver.com/p/entry/place/1547174316,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230306_38%2F1678092170033mWHUM_JPEG%2FKakaoTalk_20230306_174006646_01.jpg,서울,강남구,청담동,일식당,일식,저녁 제철오마카세(룸)/저녁 제철오마카세(카운터),"일식당,일식",서울 성동구 옥수동 솥밥,,
오늘의밥상3.4,"서울 강남구 압구정로 343 WEST동 지하1층 일부호(압구 정동, 갤러리아백화점 명품관) 947, A동 2층",https://map.naver.com/p/entry/place/1078915444,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240421_36%2F17136824595573L1lL_JPEG%2F%25B4%25DC%25C7%25B0%25BF%25E4%25B8%25AE.JPG,서울,강남구,대치동,한정식,고기/구이,솥밥한상-오늘의 한상 플러스/솥밥한상-오늘의 한상/플러스 호종갱 한상/스페셜 - 밥도둑 한상/스페셜 - 육회비빔밥 + 오늘의탕/스페셜 - 육회비빔밥/스페셜 한우불고기 비빔밥 + 오늘의탕/스페셜 - 한우불고기 비빔밥/스페셜 - 뚝갈비 한상/스페셜 - 불고기 한상 (어린이 추천,"회,한우,탕,갈비,고기/구이,한정식",서울 송파구 잠실동 솥밥,,
솥밥신,서울 강남구 선릉로152길 12 1층,https://map.naver.com/p/entry/place/1824340735,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250423_31%2F1745398504417ai1dk_JPEG%2FKakaoTalk_20250421_061822416.jpg,서울,강남구,압구정동,한식,고기/구이,한우살치 솥밥/스테이크 솥밥/메로구이 솥밥/한우채끝등심 솥밥/차돌박이 솥밥/소불고기 솥밥/도미 솥밥/전복 솥밥/연어 솥밥/가자미 솥밥,"한우,한식,고기/구이",서울 성동구 옥수동 솥밥,,
화연산장,서울 강남구 테헤란로81길 30,https://map.naver.com/p/entry/place/1953673270,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250908_110%2F17572923726132BlCa_JPEG%2F250901_%25C8%25AD%25BF%25AC%25BB%25EA%25C0%25E5_12%2528%25C0%25FA%25BF%25EB%25B7%25AE%2529.jpg,서울,강남구,청담동,"육류,고기요리",고기/구이,산장 석갈비 세트 | 2인/LUNCH | 한돈 고추장불고기 정식/한우 안창살 | 130g/LUNCH | 산장 생갈비 정식/LUNCH | 산장 왕 갈비탕/LUNCH | 한우 차돌 된장찌개/LUNCH | 한돈 김치찌개/LUNCH | 낙지 비빔밥/LUNCH | 한우 육회 비빔밥/LUNCH | 살얼음 동치미 냉면,"회,면,한우,육류,고기요리,낙지,탕,갈비,고기/구이",서울 성동구 옥수동 솥밥,,
이향 삼성동점,서울 강남구 선릉로 527 1층,https://map.naver.com/p/entry/place/1129554518,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190924_124%2F1569321972276U4RhB_JPEG%2FJlxSS4k3hfk5_MuKGPys5zyh.jpg,서울,강남구,삼성동,"백반,가정식",고기/구이,단호박 약선밥/상황돌솥밥/나물돌솥밥/갈비찜/김치찜/모듬육전/상황닭백숙/능이닭백숙/오리백숙,"고기/구이,백반,가정식,갈비",서울 강남구 청담동 솥밥,,
통영집,서울 용산구 한강대로23길 55 아이파크몰 리빙파크 7층 District7 찬장,https://map.naver.com/p/entry/place/19378213,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180103_298%2F1514977521666wdHy3_JPEG%2F0iYaLMXrAOIsXW7oqJwnRa23.jpg,서울,강남구,역삼동,생선회,해산물/회,통영집,"생선회,해산물/회",서울 강남구 개포동 솥밥,,
찬장 용산 아이파크몰점,서울 용산구 한강대로15길 9-16 1층,https://map.naver.com/p/entry/place/1354205901,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230203_90%2F1675412021306HuGpm_JPEG%2FKakaoTalk_20230203_171210103_01.jpg,서울,용산구,용문동,한식,정식/백반,,"백반/정식,한식,백반,정식/백반",서울 용산구 용문동 솥밥,,
용머리식육 용산,서울 송파구 삼전로 79 동명하이텔,https://map.naver.com/p/entry/place/2057822475,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250523_203%2F1747989185287fOECA_JPEG%2FIMG_3405.jpeg,서울,용산구,한강로동,"육류,고기요리",고기/구이,오겹살/치마살/꼬들살/한우살치살(1++ NO.9)/폭탄 계란찜/옛날청국장+꽁보리비빔밥/꽁보리비빔밥/칡냉면(물/비빔)/한우차돌박이(1+) 150g/청국장,"면,한우,육류,고기요리,고기/구이",서울 마포구 도화동 솥밥,,
논두렁 우렁쌈밥 본점,경기 파주시 가람로 47,https://map.naver.com/p/entry/place/1314748784,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211212_84%2F1639279940957U7gBw_JPEG%2FIMG_0747.jpg,서울,송파구,잠실동,쌈밥,고기/구이,가마솥우렁쌈밥정식 (2인 이상)/제육우렁쌈밥정식/소불고기/제육볶음/우렁이숙회/우렁이무침/갈치속젓/우렁쌈장/쌈야채,"회,쌈밥,고기/구이",서울 송파구 석촌동 솥밥,,
운정시래기화덕생선구이,서울 강남구 남부순환로378길 18 2층,https://map.naver.com/p/entry/place/1136493519,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNTExMDlfODUg%2FMDAxNzYyNjYyOTY5MjI1.Lr_8Tlxh-mW277SRUc7McxB0WT9KGZ_bM7MdfrT4oVsg.MlnAOIYTRVJXy7hkCAOAPLz4AbNJI1UiTE8Ir1C32bgg.JPEG%2F1000110548.jpg.jpg,경기,파주시,와동동,생선구이,고기/구이,시래기가마솥밥/시래기국밥/시래기들깨탕/시래기 소고기육개장/시래기 카레밥/시래기 비빔밥,"생선구이,한우,국밥,탕,고기/구이",경기 고양시 일산동구 솥밥,,
완반,서울 강남구 언주로 120,https://map.naver.com/p/entry/place/2028117427,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20250520_285%2F1747750238410k6mIH_JPEG%2F%25BF%25AC%25BE%25EE%25BD%25BA%25C5%25D7%25C0%25CC%25C5%25A9%25BF%25B5%25BE%25E7%25B9%25E4_%25C7%25D1%25BB%25F3%25C2%25F7%25B8%25B2_%25281%2529.jpg,서울,강남구,도곡동,한식,고기/구이,연어 스테이크 영양밥/들기름 황태두부탕/유자 삼치 스테이크/취나물 국산 오리 스테이크/국산 민물장어 영양밥/새우 들깨 파스타/고송버섯 두부 영양밥/가지 안심 영양밥/매콤 치즈 닭갈비 영양밥/해물 영양밥,"장어,한식,탕,갈비,고기/구이",서울 서초구 양재동 솥밥,,
청담제주물항 도곡점,충북 청주시 청원구 오창읍 두릉유리로 1118,https://map.naver.com/p/entry/place/1443174636,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211018_48%2F1634483434123gMOVV_JPEG%2FhT27_vwI2OclP_Ub_dq24VdJ.jpg,서울,강남구,도곡동,한식,정식/백반,고등어조림정식/디너 standard/제주은갈치구이정식/회덮밥,"회,백반/정식,한식,백반,정식/백반",서울 서초구 양재동 솥밥,,
명품순두부24시,서울 강남구 논현로 325 강강술래역삼점,https://map.naver.com/p/entry/place/1446760348,,충북,청주시,오창읍,두부요리,국밥/탕,,"두부요리,국밥/탕,순두부",충북 청주시 청원구 솥밥,,
강강술래 역삼점,"서울 서초구 남부순환로 2640-11 , 1층",https://map.naver.com/p/entry/place/11589288,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_7%2F1491882417891bxBsh_JPEG%2F2.jpg,서울,강남구,역삼동,"육류,고기요리",고기/구이,한우육사시미/한우육회/한우 프리미엄/한우꽃살/한우등심/한우 모듬/왕양념갈비/진양념갈비/술래양념구이/강강양념구이,"회,한우,육류,고기요리,갈비,고기/구이",서울 서초구 양재동 솥밥,,
오대산산채전문점,"서울 강남구 도곡로 213 1층, 2층",https://map.naver.com/p/entry/place/19699783,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250924_185%2F1758677640899gS7O3_JPEG%2F%25BF%25C0%25B4%25EB%25BB%25EA.jpg,서울,서초구,양재동,한식,국밥/탕,산채 정식/산채 정식 특/산채 보통/비빔밥/비빔밥 (특)/돌솥 비빔밥/비지찌개/청국장/황태국/우렁된장,"한식,탕,국밥/탕",경기 성남시 수정구 솥밥,,
한국집서울,서울 서초구 남부순환로 2652 대명빌딩 1층,https://map.naver.com/p/entry/place/1398787548,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240730_297%2F1722299643248XSUxi_PNG%2F%25C7%25D1%25B1%25B9%25C1%25FD%25B7%25CE%25B0%25ED.png,서울,강남구,역삼동,한식,고기/구이,육회비빔밥/전주비빔밥/돌솥비빔밥/생채비빔밥/낙지 비빔밥/대통령 비빔밥/갈비탕/해물된장찌개/차돌된장찌개/육회,"회,한식,낙지,탕,갈비,고기/구이",서울 서초구 양재동 솥밥,,
유월의 보리 양재점,서울 강남구 삼성로 38 개포빌딩 102호,https://map.naver.com/p/entry/place/1889387567,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260206_32%2F1770355566986MhC04_JPEG%2F4.jpg,서울,서초구,양재동,한식,족발,한상보쌈/유월의밥상set/보리솥밥 정식/곤드레솥밥 정식/바지락 칼국수&미니보리밥/辛직화쭈꾸미볶음/사골칼국수&미니보리밥/비빔칼국수&미니 사골국밥/접시 직화제육볶음(200g)(추가)/접시보쌈&보쌈무김치(150g)(추가),"칼국수,면,족발/보쌈,한식,낙지,국밥,보쌈,족발",서울 서초구 우면동 솥밥,,
수녹 한식,서울 송파구 석촌호수로 110,https://map.naver.com/p/entry/place/1165137215,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251028_95%2F1761654699174mNrsu_PNG%2F1000020644.png,서울,강남구,개포동,한식,고기/구이,수녹 온반(계절메뉴)/꿀 대구순살 매콤찜(계절스페셜)/미나리 모둠해물전(소17/대 26)/계절스페셜[소불고기야채찜뚝배기솥밥]/국산 수제제육 뚝배기솥밥/순살가자미 커틀릿 (소)(대)/계절별 메뉴/동태순살 매콤 콩나물찜/미나리 통오징어 매콤철판/계절스페셜[가자미 뚝배기솥밥],"한식,고기/구이",서울 강남구 일원동 솥밥,,
할머니추어탕 잠실점,서울 강남구 남부순환로 2912 그랑프리엔 지하1층 명동관,https://map.naver.com/p/entry/place/35816635,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151005_138%2F1444040010578QCKLG_JPEG%2F166955594344816_10.jpg,서울,송파구,잠실동,추어탕,국밥/탕,추어탕+돌솥밥/추어튀김(소)/통추어탕+돌솥밥/추어튀김(대)/물만두/돌솥밥추가/할머니추어탕 포장,"추어탕,탕,국밥/탕",서울 송파구 석촌동 솥밥,,
명동관,서울 강남구 선릉로76길 7 1층,https://map.naver.com/p/entry/place/18570828,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20260129_24%2F1769696693456f3MBi_JPEG%2FtflANIttgr_09.jpg,서울,강남구,대치동,한식,국밥/탕,1996년 보양사골 대치칼국수/칼만세트/황금 간장게장 반상/100% 안동산 자가제조 콩국수/낙지비빔칼국수/칼감세트/얼큰 만두전골/부채살 샤브샤브/수제 왕만두/명품한상(1인),"칼국수,면,한식,낙지,탕,국밥/탕,샤브샤브",서울 서초구 양재동 솥밥,,
북창동순두부 선릉2호점,서울 송파구 백제고분로 135 1층 101호,https://map.naver.com/p/entry/place/11764425,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240703_270%2F1719994428926bGFvQ_JPEG%2F1.jpg,서울,강남구,대치동,두부요리,고기/구이,고등어+LA갈비 2인 한상차림/고등어+갈비맛양념구이 2인 한상차림/LA갈비 1인 한상차림/갈비맛양념구이 1인 한상차림/북창동순두부/해물순두부/고등어+떡갈비 2인 한상차림/고등어+고추장불고기 2인 한상차림/고등어+두부김치 2인 한상차림/고등어+두부보쌈 2인 한상차림,"순두부,고기/구이,두부요리,족발/보쌈,보쌈,갈비",서울 강남구 개포동 솥밥,,
유담들밥 다온재,서울 송파구 백제고분로 83 1층 101호,https://map.naver.com/p/entry/place/2061601043,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250916_242%2F1758004363461kby3k_JPEG%2FDSC00554.jpg,서울,송파구,잠실동,한정식,고기/구이,들밥정식/암꽃게 간장게장/밥도둑 양념게장/법성포 영광 보리굴비/수제 떡갈비/특대 고등어구이/흑돼지 직화제육/매콤 쭈꾸미볶음/여수 꼬막무침/동해안 생대구탕,"낙지,탕,갈비,고기/구이,한정식",서울 송파구 삼전동 솥밥,,
금돈옥 잠실점,서울 송파구 백제고분로 167,https://map.naver.com/p/entry/place/1772982453,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260110_171%2F1767973905091XCt9h_JPEG%2FKakaoTalk_20260107_105102001_02.jpg,서울,송파구,잠실동,"육류,고기요리",고기/구이,금돈 양념 本 갈비 (250g)/금돈 생 갈비 (200g)/한우1++ 등심 참숯불고기(130g)/점심 특선 금돈 本 양념 갈비 한상/점심 특선 금돈 생갈비 한상/금돈 금돈꽃살 (180g)/금돈 삼겹살 (180g)/금돈 꽃 목살 (180g)/금돈 생고기모둠 한판 (700g)/한우1++ 깍뚝 등심 (130g),"한우,육류,고기요리,삼겹살,갈비,고기/구이",서울 송파구 삼전동 솥밥,,
두부나루,서울 송파구 석촌호수로 61 지하1층 b-155호 곤드레솥밥,https://map.naver.com/p/entry/place/1951699373,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180329_230%2F1522313570376VL2Cb_JPEG%2F20NtD5TGNn_Y_H0iWK5EYjmL.jpg,서울,송파구,잠실동,두부요리,고기/구이,순두부/청국장/삼겹살/황태두부전골(소),"순두부,고기/구이,두부요리,삼겹살,탕",서울 송파구 삼전동 솥밥,,
곤드레 솥밥,서울 송파구 올림픽로12길 4-15 1층,https://map.naver.com/p/entry/place/1883134228,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220728_223%2F1658974304976QnYY1_JPEG%2FKakaoTalk_20220728_110402763.jpg,서울,송파구,잠실동,향토음식,고기/구이,곤드레솥밥/육개장/시래기소고기국밥/수육한접시,"한우,향토음식,국밥,고기/구이",서울 송파구 삼전동 솥밥,,
야키토리 로만 잠실새내 본점,서울 강남구 삼성로81길 21 2층,https://map.naver.com/p/entry/place/1248283660,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250709_217%2F17520639788208HeIL_JPEG%2FKakaoTalk_20250709_212306442.jpg,서울,송파구,잠실동,이자카야,기타(주점/카페/뷔페/기타),3코스 set/5코스 set/7코스 set/츠쿠네/모짜렐라치즈 츠쿠네/다리살/네기마 (파와 다리살)/세세리 (목살)/본지리 (엉덩이살)/사사미 (안심),"기타(주점/카페/뷔페/기타),이자카야",서울 송파구 삼전동 솥밥,,
성균관 사시미 선릉점,서울 용산구 한강대로23길 55 용산아이파크몰 테이스트파크 7층,https://map.naver.com/p/entry/place/1867874067,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240825_244%2F1724563843345oELxG_JPEG%2F1000005571.jpg,서울,강남구,대치동,일식당,정식/백반,[런치] 스시오마카세 정식 A/[런치] 스시오마카세 정식 B/[런치] 스시오마카세 정식 C/[런치] 사시미+스시 스페셜 A/[런치] 사시미+스시 스페셜 B/[런치] 솥밥정식/[디너] 오마카세 1부 (바테이블)/[디너] 사시미 코스/[디너] 가이세키 코스 A/[디너] 가이세키 코스 B,"회,백반/정식,일식당,초밥,백반,정식/백반",서울 강남구 개포동 솥밥,,
서리재 용산아이파크몰점,대전 대덕구 한밭대로1006번길 7,https://map.naver.com/p/entry/place/1977840347,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251224_55%2F1766536829062q9dkt_JPEG%2F25.11_S.1.jpg,서울,용산구,한강로3가,"육류,고기요리",고기/구이,고추장제육 솥밥 세트(2인)/돼지불고기 솥밥 세트(2인)/LA갈비 솥밥 세트(2인)/패밀리 세트(4인)/직화 고추장 제육 정찬(1인)/LA갈비 정찬(1인)/돼지 김치찌개 솥밥 정식/차돌 된장찌개 솥밥 정식/함흥물냉면/함흥비빔냉면,"면,육류,고기요리,탕,갈비,고기/구이",서울 용산구 용문동 솥밥,,
굴세상 오정점,서울 강남구 논현로28길 42,https://map.naver.com/p/entry/place/16014599,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250127_252%2F1737946631577cyRaN_JPEG%2Fimage.jpg,대전,대덕구,오정동,굴요리,국밥/탕,"굴찜(겨울,저녁메뉴)/냉모밀(여름)/굴버섯돌솥밥/굴해장국/굴국밥/굴순두부/매생이국/굴해초돌솥밥/굴떡국/굴부침개","굴요리,국밥,국밥/탕,순두부",대전 대덕구 중리동 솥밥,,
